Token,TradingSymbol,Symbol,Expiry,OptionType,StrikePrice
976371,97AFPL27,,,,
976370,10UCL29,,,,
976369,98AFPL28,,,,
976368,104NFL27,,,,
976367,TFL29125,,,,
976366,940UTD30,,,,
976365,940UTD2430,,,,
976364,990IKF27,,,,
976363,10MCSL27B,,,,
976362,1468LVJ26,,,,
976361,IFSL24125,,,,
976360,945JESNP28,,,,
976359,1250AFIL30,,,,
976358,1225AFIL28,,,,
976357,12AFIL2027,,,,
976356,12AFIL27,,,,
976355,12AFIL30,,,,
976354,1175AFIL28,,,,
976353,720NHPC35,,,,
976352,952NWFL27,,,,
976351,18SRPL28,,,,
976350,11HFL30,,,,
976349,1030HFL26,,,,
976348,PFL23125,,,,
976347,PFL230125A,,,,
976346,1130KFPL27,,,,
976345,1095KSPL26,,,,
976344,95IFSL27,,,,
976343,1065MFPL27,,,,
976342,728IREDA35,,,,
976341,975NWFL28,,,,
976340,78537ABH30,,,,
976339,115MFL26,,,,
976338,777IHFCL30,,,,
976337,950OPL35,,,,
976336,101ICFL27,,,,
976335,ZCECAPEL27,,,,
976334,725IRFC35A,,,,
976333,968THFPL28,,,,
976332,723BOB35,,,,
976331,846AFL30,,,,
976330,842AFL30,,,,
976329,925SKFL27A,,,,
976328,RRCIPL30,,,,
976327,777KMPL30,,,,
976326,720RECL35,,,,
976325,1075NFL27,,,,
976324,94AKCF28,,,,
976323,995SCL35,,,,
976322,13IML27,,,,
976321,753NABRD28,,,,
976320,855MOHFL27,,,,
976319,1125IML26A,,,,
976318,1095AFL26,,,,
976317,938ARFL29,,,,
976316,930PFL27,,,,
976315,89043SFL30,,,,
976314,1350SPL28,,,,
976313,775UNOML27,,,,
976312,775UNOML26,,,,
976311,725IOCL30,,,,
976310,12ROG0826,,,,
976309,96ROG0826,,,,
976308,925SKFL28,,,,
976307,108EAAAL27,,,,
976306,14ACAP26,,,,
976305,995AFL26,,,,
976304,1010AFL27,,,,
976303,10KFL26,,,,
976302,9AFIP28,,,,
976301,99IKFF27,,,,
976300,950IFSL26C,,,,
976299,NWFL311224,,,,
976298,84HHFL28,,,,
976297,968THFP27,,,,
976296,975MAS26,,,,
976295,875AVHF29,,,,
976294,942KIIFB32,,,,
976293,942KIIFB34,,,,
976292,942KIIFB33,,,,
976291,942KIIFB31,,,,
976290,942KIIFB30,,,,
976289,942KIIFB29,,,,
976288,942KIIF28A,,,,
976287,11ESPL26,,,,
976286,835CFPL27,,,,
976285,841AFLPER,,,,
976284,10ICFL26,,,,
976283,94AKCFL27,,,,
976282,10MCSL026,,,,
976281,715IRFC34,,,,
976280,109AFPL26,,,,
976279,12FFSL27,,,,
976278,980IKFHF28,,,,
976277,925VT28,,,,
976276,925VT26,,,,
976275,1011VCL26,,,,
976274,974VCL26,,,,
976273,712HUDCO34,,,,
976272,835MRHF34,,,,
976271,74PFCL30A,,,,
976270,716PFCL40,,,,
976269,1125AFPL29,,,,
976268,88912SFL28,,,,
976267,835CFPL29,,,,
976266,743PNB39,,,,
976265,712PGCIL34,,,,
976264,823IIL34,,,,
976263,985NWFL26,,,,
976262,860MDL27,,,,
976261,96MFSL26,,,,
976260,94MFSL26,,,,
976259,747IIFCL28,,,,
976258,735IIFCL34,,,,
976257,766BHFL28,,,,
976256,7845AXFL34,,,,
976255,7882AXFL27,,,,
976254,789AXFL29,,,,
976253,721GIL34,,,,
976252,710RECL35,,,,
976251,SFL24,,,,
976250,95SFL027,,,,
976249,1025SFL029,,,,
976248,0MSFL026,,,,
976247,911360OP27,,,,
976246,10EFCL27,,,,
976245,880HLFL29,,,,
976244,FHL191224B,,,,
976243,FHL191224A,,,,
976242,FHL191224,,,,
976241,MUML161224,,,,
976240,773EOPR29,,,,
976239,11KFL26,,,,
976238,837AHFL28,,,,
976237,709IRFC34,,,,
976236,965SFL27,,,,
976235,962NWFL27,,,,
976234,91CFSL29,,,,
976233,95MCSL26,,,,
976232,740NBARD30,,,,
976231,1030KSPL26,,,,
976230,950IFSL26B,,,,
976229,785ABHFL28,,,,
976228,1045MFL33,,,,
976227,723DMEDL34,,,,
976226,77215BFL27,,,,
976225,1050AFL25A,,,,
976224,710PFCL35,,,,
976223,711PFCL40,,,,
976222,775KMPL27,,,,
976221,793IIL34,,,,
976220,792IIL30,,,,
976219,117VFPL27,,,,
976218,96ESFBL30,,,,
976217,1125IML26,,,,
976216,1125SFPL26,,,,
976215,1331PA11T28,,,,
976214,950HLFLPERA,,,,
976213,1040MCSL26,,,,
976212,125NFPL31,,,,
976211,117NCPL26,,,,
976210,845MFSL26,,,,
976209,990IFSL27,,,,
976208,817IUTL230,,,,
976207,809IUTL227,,,,
976206,803IUTL226,,,,
976205,AXFL291124,,,,
976203,1090USFB31,,,,
976202,741BOB39,,,,
976201,97THFPL27,,,,
976200,1015ICFL27,,,,
976199,1010ICFL27,,,,
976198,754MBP28,,,,
976197,1126SFPL25,,,,
976196,10CJDPL28,,,,
976195,737IREDA31,,,,
976194,IHFC261124,,,,
976193,775IHFCL34,,,,
976192,875ABL26B,,,,
976191,875ABL26A,,,,
976190,875ABL26,,,,
976189,960ARFL34,,,,
976188,1125IT25,,,,
976187,114KFPL27A,,,,
976186,10CIPL30,,,,
976185,0AFL26,,,,
976184,1350NFPL27,,,,
976183,10MCSLD26,,,,
976182,828GHFL26,,,,
976181,825GHFL26,,,,
976180,942360OP27,,,,
976179,NWFL181124,,,,
976178,920DCBBL34,,,,
976177,723SBI39,,,,
976176,9HLFL27,,,,
976175,RRIHFCL27,,,,
976174,12MFL26,,,,
976173,990IKFFL27,,,,
976172,865AESL34,,,,
976171,965VFL27,,,,
976170,975VFL28A,,,,
976169,715IRFC39,,,,
976168,832KPIL27A,,,,
976167,945OFSL26,,,,
976166,89267SFL27,,,,
976165,803PFL29,,,,
976164,95NWFL26,,,,
976162,734RL30,,,,
976161,709RL39,,,,
976160,11IML26A,,,,
976159,747IIFCL27,,,,
976158,726IIFCL34,,,,
976157,997MCSL25,,,,
976156,78241ABH29,,,,
976153,732IREDA29,,,,
976152,94AVFSL27,,,,
976151,960AVFSL27,,,,
976150,799MRHFL28,,,,
976149,945DXXIV29,,,,
976148,95HLFL30,,,,
976147,1090ESPL26,,,,
976146,99MCSL26,,,,
976145,950IFSLD26,,,,
976144,809AFL29,,,,
976143,114BFL26,,,,
976142,827HFSL34,,,,
976141,961NWFL26A,,,,
976140,961NWFL26,,,,
976139,102EFSL27,,,,
976138,805THDCL27,,,,
976137,1182ESPL26,,,,
976136,896SFL27,,,,
976135,11SMIOL31,,,,
976134,772IHFCL29,,,,
976133,13PFSP31,,,,
976132,828SKRPL31,,,,
976131,808SKRPL35,,,,
976130,743JUPPL34,,,,
976129,708PGC34,,,,
976128,805ORL28,,,,
976127,8ORL27,,,,
976126,795ORL26,,,,
976125,828MRRPL31,,,,
976124,808MRRPL35,,,,
976123,798SBIPERP,,,,
976122,1140KFPL27,,,,
976121,94AFSL27A,,,,
976120,929AKCF26,,,,
976119,77165NST28,,,,
976118,76937NST27,,,,
976117,925SCL26G,,,,
976116,975SCL29A,,,,
976115,975DMIFP27,,,,
976114,1210KSPL26,,,,
976113,1325LFL26,,,,
976112,985ACAPL26,,,,
976111,835MFSL026,,,,
976110,9IKFFL27,,,,
976109,1045EFL30,,,,
976108,0360OPL27,,,,
976107,RRBHFL29,,,,
976106,94AFSL27,,,,
976105,9564AFSL28,,,,
976104,797MPL27,,,,
976103,799MPL26A,,,,
976102,799MPL26,,,,
976101,1340KCPL30,,,,
976100,79611HDB28,,,,
976099,11ADPL27,,,,
976098,95HHFL39,,,,
976097,1050IML26,,,,
976096,1050HFL30,,,,
976095,1025HFL27,,,,
976094,925SFL027,,,,
976093,1050AF27,,,,
976092,791ABCL34,,,,
976091,78BFL27,,,,
976090,949KIIFB34,,,,
976089,949KIIFB33,,,,
976088,949KIIFB32,,,,
976087,949KIIFB31,,,,
976086,949KIIFB30,,,,
976085,949KIIFB29,,,,
976084,949KIIFB28,,,,
976083,824MMFSL34,,,,
976082,940AVFSL27,,,,
976081,ICLF041024,,,,
976080,ICL041024,,,,
976079,1225ICL28,,,,
976078,825CIFCL29,,,,
976077,7781KMPL29,,,,
976076,770BF41034,,,,
976075,756BHFL34,,,,
976074,11IFSPL27,,,,
976073,885SAT29,,,,
976072,945PLKIG27,,,,
976071,940PL25728,,,,
976070,945PLKIG25,,,,
976069,940AKCFL27,,,,
976068,915AFPL027,,,,
976067,10SGHPL28,,,,
976066,0RL34,,,,
976065,935AAHL28,,,,
976064,847BOBPER,,,,
976063,205SRPL28,,,,
976062,1090AFPL26,,,,
976061,895SISL39,,,,
976060,97DFPL27,,,,
976059,115VFPL26,,,,
976058,135NFPL27,,,,
976057,95SHDF27,,,,
976056,940AFSL27,,,,
976055,109ESPL26,,,,
976054,OPL260924,,,,
976053,106632VC26,,,,
976052,820IUTA130,,,,
976051,812IUTA127,,,,
976050,802IUTA126,,,,
976049,1250SFPL26,,,,
976048,11DKGF26,,,,
976047,0ECAPEL28,,,,
976046,801MMFSL27,,,,
976045,893SHFL27,,,,
976044,1083EIAL26,,,,
976043,812DLFCD27,,,,
976042,796EOPRT27,,,,
976041,80232KDF30,,,,
976040,1025HFSP27,,,,
976039,715HUDCO34,,,,
976038,86ABRL27,,,,
976037,NWFL23924,,,,
976036,1045MFL32,,,,
976035,1080SFL26,,,,
976034,722PFCL31,,,,
976033,727PFCL31,,,,
976032,10DKGFSP27,,,,
976031,10DKGFS27,,,,
976030,0KPDL34,,,,
976029,794IHFC29,,,,
976028,795IHFC27,,,,
976027,733SBI39,,,,
976026,115SFPLP29,,,,
976025,810DCCDL34,,,,
976024,1225MML26,,,,
976023,950IFSL26A,,,,
976022,875AVHF029,,,,
976021,18RHRPL27,,,,
976020,0CIPL28,,,,
976019,1104AFL26,,,,
976018,12MFLAPER,,,,
976017,AFSL17924,,,,
976016,1165VFPL26,,,,
976015,925OFSL26,,,,
976014,12KCPL29,,,,
976013,82175THD27,,,,
976012,950DHRU30,,,,
976011,925DHRU30,,,,
976010,975MMF26,,,,
976009,0APL26,,,,
976008,79JDFI26,,,,
976007,786ABFRL26,,,,
976006,925MCSL26A,,,,
976005,910SFL34,,,,
976004,803ABHFL29,,,,
976003,844RSEPL29,,,,
976002,885SA24T,,,,
976001,875AVHFI29,,,,
976000,85GPL29,,,,
975999,736IRED39,,,,
975998,990CTRST26,,,,
975997,999ATIT29A,,,,
975996,999ATIT29,,,,
975995,81ABCL29,,,,
975994,726BOB34,,,,
975993,820PFL29,,,,
975992,980SFIL29,,,,
975991,903CFSL26,,,,
975990,1075SSFL27,,,,
975989,8049ABHF27,,,,
975988,745ABL34,,,,
975987,1150NFPL30,,,,
975986,925MOFSL32,,,,
975985,730PFCL34,,,,
975984,8857SFL27,,,,
975983,910PLM28,,,,
975982,925MCSL26,,,,
975981,772TIL34,,,,
975980,95DHRUVA29,,,,
975979,1137SFPL25,,,,
975978,737IIFCL34,,,,
975977,108SFL26,,,,
975976,843JSL31,,,,
975975,105CFL26,,,,
975974,835JSL29,,,,
975973,1206FCL27A,,,,
975972,1206FCL29,,,,
975971,OPML290824,,,,
975970,1090SHFL26,,,,
975969,8ATIT34,,,,
975968,855ABREL29,,,,
975967,835ABREL27,,,,
975966,1175MFL026,,,,
975965,1048EFL31,,,,
975964,NWF290824,,,,
975963,NWFL290824,,,,
975962,835MFSL26,,,,
975961,105AFL26,,,,
975960,725IRFC34,,,,
975959,742SBI39,,,,
975958,85AHFL27,,,,
975957,83ISPDL35,,,,
975956,722HPCL29,,,,
975955,1050NFL27A,,,,
975954,10278KCP27,,,,
975953,87AESL34,,,,
975952,95AFL34,,,,
975951,1075MML26B,,,,
975950,73BOB34,,,,
975949,731RECL39,,,,
975948,88ABDFV27,,,,
975947,20ARRIL26,,,,
975946,1040SML26,,,,
975945,99IFSL26,,,,
975944,21DASPL27,,,,
975943,1001ACA26,,,,
975942,11KFL25,,,,
975941,1025SCNL26,,,,
975940,732PFCL39,,,,
975939,1170NGCP27,,,,
975938,95IFSL26,,,,
975937,94AFL27,,,,
975936,125AFIL30,,,,
975935,1225AFIL27,,,,
975934,IFL190824A,,,,
975933,IFL190824,,,,
975932,12AFIL026,,,,
975931,12AFIL26,,,,
975930,12IFL27B,,,,
975929,12AFIL29,,,,
975928,1175AFIL27,,,,
975927,894THFL25,,,,
975926,125ACAPL26,,,,
975925,9JMFHL28B,,,,
975924,9JMFHL28A,,,,
975923,9JMFHL27A,,,,
975922,9JMFHL27,,,,
975921,975THFPL27,,,,
975920,795IHFCL27,,,,
975919,910MFL26A,,,,
975918,850FFSL28,,,,
975917,VCL140824,,,,
975916,99TCP27,,,,
975915,925SKF26A,,,,
975914,1040NFL26B,,,,
975913,1040NFL26A,,,,
975912,10SSFL27,,,,
975911,917NACL25,,,,
975910,965OPML27,,,,
975909,827THDCL27,,,,
975908,12CSAIPL26,,,,
975907,925VAJRA31,,,,
975906,925VAJRA27,,,,
975905,EEL130827,,,,
975904,795IIL39,,,,
975903,EEL130826,,,,
975902,8IIDL29,,,,
975901,925VJRT27,,,,
975900,736NBFID44,,,,
975899,805AFL28,,,,
975898,849ABSLI34,,,,
975897,975SCL28A,,,,
975896,0OPL26,,,,
975895,8034ABCL34,,,,
975894,825SCPSL34,,,,
975893,755RECL26,,,,
975892,985NWFL27,,,,
975891,80956ABH26,,,,
975890,799RCFL27,,,,
975889,785UML27A,,,,
975888,788UML27,,,,
975887,1310KCPL27,,,,
975886,825MRHF29,,,,
975885,897MML28,,,,
975884,798IIL34,,,,
975883,OPML20824,,,,
975882,78BOM34,,,,
975881,99TCPL27A,,,,
975880,99TCPL27,,,,
975879,1175NFP27,,,,
975878,990PLD29,,,,
975877,14AIHF26,,,,
975876,985STEL26,,,,
975875,990AXFPL27,,,,
975874,1175MFL26A,,,,
975873,1030IKF27,,,,
975872,EEL010824,,,,
975871,870SFL34,,,,
975870,739IIFCL39,,,,
975869,11KSPL26,,,,
975868,935AKCFL25,,,,
975867,ZCNWF27,,,,
975866,798BFL29,,,,
975865,995PDL27,,,,
975864,1050PFSP27,,,,
975863,1140KFP27,,,,
975862,737IRFC29,,,,
975861,1097SML29,,,,
975860,830ABHFL34,,,,
975859,5SASPL25A,,,,
975858,985USGIC34,,,,
975857,855GPL29,,,,
975856,840GPL28,,,,
975855,1022WE27RR,,,,
975854,950DIA34RR,,,,
975853,995IKFL26,,,,
975852,1060AFL26,,,,
975851,ICL230724,,,,
975850,ICLF230724,,,,
975849,12IFL27A,,,,
975848,975SCL29,,,,
975847,739IREDA39,,,,
975846,NWFL22724A,,,,
975845,925NFL26,,,,
975844,923CFSL27,,,,
975843,1018RWEP25,,,,
975842,738PGCIL34,,,,
975841,965AXFPL27,,,,
975840,1250POPL26,,,,
975839,9SBFC27,,,,
975838,955SFIL26,,,,
975837,728HUDC29,,,,
975836,745RECL35,,,,
975835,756RECL27,,,,
975834,1004DCAL26,,,,
975833,9CIFCL31,,,,
975832,1150LAT26,,,,
975831,8KMTL27,,,,
975830,789BHFL34,,,,
975829,736IOCL29,,,,
975828,808KMPL27,,,,
975827,871HDBFPER,,,,
975826,739IRFC34,,,,
975825,125CHOP25,,,,
975824,10CHOP25,,,,
975823,RRVL11724,,,,
975822,RRUCL11724,,,,
975821,817ABHF27,,,,
975820,812ABHF29,,,,
975819,950HLFL39,,,,
975818,812BFL27A,,,,
975817,81BFL26A,,,,
975816,869MML26,,,,
975815,736SBI39,,,,
975814,798BHFL26,,,,
975813,820ABSLI34,,,,
975812,95PEL34,,,,
975811,1075SSF26B,,,,
975810,860PJL29,,,,
975809,850PJL28,,,,
975808,1180NFPL27,,,,
975807,SJT2024,,,,
975806,12MFIL26,,,,
975805,930UCL26,,,,
975804,13TCFL27,,,,
975803,1746CSAI28,,,,
975802,1050SCNL27,,,,
975801,789BOM34,,,,
975800,743NBFID34,,,,
975799,1075MML026,,,,
975798,910PM25326,,,,
975797,1148LIFL27,,,,
975796,1085SFL26,,,,
975795,1150SVI25,,,,
975794,1182KSPL26,,,,
975793,807IHFCL27,,,,
975792,984SSFL26,,,,
975791,915SFL29A,,,,
975790,11USFBL31,,,,
975789,799IFL36,,,,
975788,1005MFL30,,,,
975787,975VJ09T28,,,,
975786,925VJRA926,,,,
975785,950VAJR28,,,,
975784,825SFPL25,,,,
975783,81006KIF31,,,,
975782,81004KIF30,,,,
975781,1215NGPL29,,,,
975780,1170GHPL26,,,,
975779,980VFL28,,,,
975778,965VFSP26,,,,
975777,839OPAL27,,,,
975776,736SBOI39,,,,
975775,1175MFL26,,,,
975774,0ICLFL30A,,,,
975773,0ICLFL27A,,,,
975772,12ICLFL27A,,,,
975771,1025UCL27,,,,
975770,795CHT44,,,,
975769,741IIFCL39,,,,
975768,13Z042426,,,,
975767,10Z042426,,,,
975766,1001ACAP25,,,,
975765,787IGT27,,,,
975764,744IRED34,,,,
975763,794MBPR31,,,,
975762,9JMFHL28,,,,
975761,GXS210624,,,,
975760,835MRHF29,,,,
975759,835AFL34,,,,
975758,812KMPL27,,,,
975757,942PLM2527,,,,
975756,91SFL34,,,,
975755,1025AFL26,,,,
975754,957MASFL27,,,,
975753,990VCL25,,,,
975752,12CVL25,,,,
975751,950OPL26,,,,
975750,1020KSPL25,,,,
975749,11IML25,,,,
975748,86IPL39,,,,
975747,925SKFLD27,,,,
975746,1050NFL27,,,,
975745,965VFSL26,,,,
975744,845SEIL29,,,,
975743,918NACL29,,,,
975742,764NBRD29,,,,
975741,114KFPL27,,,,
975740,735RECL34,,,,
975739,990MCSL26,,,,
975738,744IRFCL34,,,,
975737,855HDBFPRP,,,,
975736,125KSPL25A,,,,
975735,835KPIL27,,,,
975734,TRILRE27,,,,
975733,995AAHL28,,,,
975732,873ELL27,,,,
975731,873ELL26,,,,
975730,16LEPL27,,,,
975729,833HDBFS27,,,,
975728,0SFL29,,,,
975727,1025SFL29A,,,,
975726,1050NBSP25,,,,
975725,0SFL27,,,,
975724,950SFL27A,,,,
975722,1175NCP26,,,,
975721,IFSL060624,,,,
975720,135TCFL25,,,,
975719,855MFSL25,,,,
975718,16LFL26,,,,
975717,980DMIFP27,,,,
975716,867AFLPER,,,,
975715,75IREDA34,,,,
975714,12ACAP29,,,,
975713,119ACAP26,,,,
975712,1150CTM26,,,,
975711,1025NFL25A,,,,
975710,819IIL26,,,,
975709,925SKFL26A,,,,
975708,0ICLFL30,,,,
975707,0ICLFL27,,,,
975706,0ICLFL26,,,,
975705,0ICLFL25,,,,
975704,12ICLFL27,,,,
975703,EEL310524,,,,
975702,ECE310524,,,,
975701,818MMFSL29,,,,
975700,SFL30524,,,,
975699,945STM28,,,,
975698,1130AFL29,,,,
975697,744PFCL34,,,,
975696,1306LMP27,,,,
975695,776TIL34,,,,
975694,0MSFL26A,,,,
975693,965HLFL39,,,,
975692,758RECL29,,,,
975691,770RECL26,,,,
975690,950HLFL29,,,,
975689,DKGF240524,,,,
975688,DKGF240527,,,,
975687,1275DKGF27,,,,
975686,12NCPL26,,,,
975685,1050HFL26,,,,
975684,11HFL29,,,,
975683,11MFL25,,,,
975682,12ACAPL25,,,,
975681,1053SCNL29,,,,
975680,815AFL29,,,,
975679,950IFSL26,,,,
975678,1195NFL25,,,,
975677,11NFL26,,,,
975676,920SFL29,,,,
975675,920SFL26A,,,,
975674,890NMI0529,,,,
975673,NAOMI29,,,,
975672,12PFSP27,,,,
975671,1150MFL26,,,,
975670,81BFL26,,,,
975669,11ESPL25,,,,
975668,1320KCPL27,,,,
975667,8ERCSL26,,,,
975666,940NHFPL26,,,,
975665,1160NCPL25,,,,
975664,748HUD29,,,,
975663,1050AFL26,,,,
975662,10MCSL27A,,,,
975661,806BFL29A,,,,
975660,1005MFL28,,,,
975659,995AHL29,,,,
975658,1150SFSP25,,,,
975657,8245IIL26,,,,
975656,9SFL27,,,,
